,branch,opted_in,total_download_started,total_opted_out,total_move_download,total_cancel_click,cs_provider
8601,notification-interval-longer,0,0,0,0,0,1
8602,notification-interval-longer,0,0,0,0,0,1
8603,notification-interval-short,0,0,0,0,0,1
8604,notification-interval-short,0,0,0,0,0,1
8605,notification-interval-short,0,10,0,0,1,1
8606,notification-interval-short,0,1,0,0,0,1
8607,notification-interval-short,0,9,0,0,0,1
8608,notification-interval-longer,0,1,0,0,0,1
8609,control,0,2,0,0,0,1
8610,notification-interval-short,0,0,0,0,0,1
8611,notification-interval-short,0,0,0,0,0,1
8612,notification-interval-short,0,0,0,0,0,2
8613,control,0,0,0,0,0,2
8614,notification-interval-longer,0,0,0,0,0,1
8615,notification-interval-short,0,0,0,0,0,1
8616,notification-interval-short,0,0,0,0,0,1
8617,notification-interval-short,0,0,0,0,0,1
8618,control,0,6,0,0,0,1
8619,notification-interval-longer,0,0,0,0,0,2
8620,control,0,4,0,0,0,1
8621,notification-interval-short,0,3,0,0,0,1
8622,notification-interval-short,0,0,0,0,0,1
8623,notification-interval-short,0,0,0,0,0,1
8624,notification-interval-longer,0,0,0,0,0,2
8625,notification-interval-short,0,0,0,0,0,1
8626,notification-interval-short,0,5,0,0,0,1
8627,notification-interval-longer,0,0,0,0,0,1
8628,notification-interval-longer,0,3,0,0,0,2
8629,notification-interval-short,0,4,0,0,0,1
8630,control,0,0,0,0,0,1
8631,notification-interval-short,0,0,0,0,0,2
8632,control,0,0,0,0,0,2
8633,notification-interval-short,0,0,0,0,0,1
8634,control,0,3,0,0,0,1
8635,control,0,7,0,0,0,1
8636,notification-interval-short,0,0,0,0,0,1
8637,notification-interval-short,0,0,0,0,0,1
8638,notification-interval-longer,0,0,0,0,0,1
8639,control,0,3,0,0,0,1
8640,notification-interval-longer,0,0,0,0,0,1
8641,notification-interval-longer,0,3,0,0,0,1
8643,control,0,0,0,0,0,1
8644,control,0,0,0,0,0,1
8645,control,0,0,0,0,0,1
8646,notification-interval-longer,0,0,0,0,0,1
8647,notification-interval-longer,0,0,0,0,0,1
8648,control,0,0,0,0,0,1
8649,control,0,0,0,0,0,1
8650,notification-interval-short,0,0,0,0,0,1
8651,notification-interval-short,0,0,0,0,0,2
8652,notification-interval-longer,0,0,0,0,0,1
8653,notification-interval-longer,0,0,0,0,0,1
8654,notification-interval-short,0,0,0,0,0,1
8655,notification-interval-short,0,2,0,0,0,1
8656,notification-interval-longer,0,3,0,0,0,1
8657,notification-interval-longer,0,0,0,0,0,1
8658,control,0,1,0,0,0,1
8659,notification-interval-short,0,0,0,0,0,1
8660,notification-interval-longer,0,3,0,0,0,1
8661,notification-interval-short,0,0,0,0,0,2
8662,notification-interval-longer,0,0,0,0,0,1
8663,control,0,0,0,0,0,1
8664,notification-interval-short,0,0,0,0,0,1
8665,control,0,0,0,0,0,1
8666,notification-interval-short,0,0,0,0,0,1
8667,notification-interval-short,0,13,0,0,1,1
8668,notification-interval-short,0,0,0,0,0,2
8669,notification-interval-longer,0,0,0,0,0,1
8670,control,0,0,0,0,0,1
8671,notification-interval-short,0,49,0,0,0,1
8672,notification-interval-short,0,0,0,0,0,1
8673,notification-interval-short,0,0,0,0,0,1
8674,notification-interval-short,0,0,0,0,0,2
8675,notification-interval-longer,0,17,0,0,0,1
8676,notification-interval-short,0,0,0,0,0,1
8677,control,0,0,0,0,0,1
8678,notification-interval-longer,0,0,0,0,0,1
8679,notification-interval-short,0,0,0,0,0,2
8680,control,0,58,0,0,0,1
8681,notification-interval-longer,0,0,0,0,0,1
8682,control,0,1,0,0,0,1
8683,notification-interval-longer,0,7,0,0,0,1
8684,control,0,0,0,0,0,1
8685,notification-interval-longer,0,0,0,0,0,1
8686,notification-interval-longer,0,7,0,0,0,2
8687,notification-interval-short,0,2,0,0,0,1
8688,control,0,9,0,0,0,2
8689,notification-interval-longer,0,20,0,0,1,1
8690,notification-interval-longer,0,0,0,0,0,1
8691,notification-interval-short,0,16,0,0,5,1
8692,notification-interval-longer,0,0,0,0,0,1
8693,notification-interval-short,0,0,0,0,0,1
8694,control,0,0,0,0,0,1
8695,notification-interval-longer,0,0,0,0,0,1
8696,notification-interval-longer,0,2,0,0,0,1
8697,control,0,0,0,0,0,1
8698,control,0,0,0,0,0,1
8699,notification-interval-short,0,1,0,0,0,1
8700,control,0,0,0,0,0,1
8701,notification-interval-longer,0,0,0,0,0,1
8702,notification-interval-short,0,0,0,0,0,2
8703,control,0,0,0,0,0,1
8704,control,0,0,0,0,0,1
8705,notification-interval-longer,0,0,0,0,0,1
8706,notification-interval-short,0,0,0,0,0,1
8707,notification-interval-longer,0,0,0,0,0,1
8708,notification-interval-longer,0,13,0,0,0,1
8709,notification-interval-short,0,1,0,0,0,1
8710,notification-interval-longer,0,0,0,0,0,1
8711,notification-interval-longer,0,0,0,0,0,1
8712,control,0,0,0,0,0,1
8713,control,0,4,0,0,0,1
8714,notification-interval-longer,0,40,0,0,4,1
8715,notification-interval-longer,0,0,0,0,0,1
8716,notification-interval-longer,0,0,0,0,0,1
8717,control,0,0,0,0,0,1
8718,control,0,0,0,0,0,2
8719,notification-interval-short,0,1,0,0,0,1
8720,notification-interval-longer,0,0,0,0,0,1
8721,notification-interval-longer,0,0,0,0,0,1
8722,control,0,0,0,0,0,1
8723,notification-interval-short,0,0,0,0,0,1
8724,notification-interval-longer,0,0,0,0,0,1
8725,control,0,0,0,0,0,1
8726,notification-interval-longer,0,0,0,0,0,1
8727,notification-interval-longer,0,19,0,0,0,1
8728,control,0,0,0,0,0,1
8729,notification-interval-short,0,0,0,0,0,1
8730,notification-interval-longer,0,0,0,0,0,2
8731,notification-interval-short,0,0,0,0,0,1
8732,notification-interval-short,0,1,0,0,0,1
8733,control,0,1,0,0,0,1
8734,notification-interval-longer,0,0,0,0,0,1
8735,control,0,0,0,0,0,1
8736,notification-interval-short,0,0,0,0,0,2
8737,notification-interval-longer,0,0,0,0,0,1
8738,notification-interval-short,0,42,0,0,0,1
8739,notification-interval-longer,0,0,0,0,0,1
8740,notification-interval-longer,0,2,0,0,0,1
8741,notification-interval-longer,0,1,0,0,0,1
8742,control,0,5,0,0,0,1
8743,control,0,37,0,0,0,1
8744,control,0,17,0,0,0,1
8745,control,0,10,0,0,0,1
8746,notification-interval-longer,0,0,0,0,0,1
8747,notification-interval-short,0,0,0,0,0,1
8748,control,0,3,0,0,0,1
8749,notification-interval-longer,0,0,0,0,0,1
8750,notification-interval-short,0,3,0,0,0,1
8751,notification-interval-longer,0,6,0,0,0,1
8752,notification-interval-longer,0,0,0,0,0,1
8753,notification-interval-longer,0,0,0,0,0,1
8754,notification-interval-short,0,0,0,0,0,1
8755,control,0,0,0,0,0,1
8756,notification-interval-longer,0,0,0,0,0,1
8757,notification-interval-longer,0,0,0,0,0,1
8758,control,0,4,0,0,0,1
8759,control,0,0,0,0,0,1
8760,control,0,1,0,0,0,1
8761,control,0,0,0,0,0,1
8762,notification-interval-longer,0,0,0,0,0,1
8763,notification-interval-short,0,0,0,0,0,1
8764,notification-interval-longer,0,1,0,0,0,1
8765,notification-interval-longer,0,0,0,0,0,1
8766,notification-interval-short,0,18,0,0,0,1
8767,notification-interval-short,0,1,0,0,0,2
8768,notification-interval-short,0,0,0,0,0,2
8769,notification-interval-short,0,0,0,0,0,1
8770,control,0,0,0,0,0,1
8771,notification-interval-short,0,1,0,0,0,1
8772,notification-interval-short,0,0,0,0,0,1
8773,control,0,0,0,0,0,1
8774,notification-interval-longer,0,0,0,0,0,1
8775,control,0,0,0,0,0,1
8776,notification-interval-longer,0,0,0,0,0,2
8777,notification-interval-short,0,0,0,0,0,1
8778,control,0,0,0,0,0,2
8779,notification-interval-longer,0,0,0,0,0,1
8780,notification-interval-longer,0,1,0,0,0,1
8781,notification-interval-short,0,12,0,0,0,1
8782,notification-interval-short,0,0,0,0,0,1
8783,notification-interval-short,0,0,0,0,0,1
8784,notification-interval-short,0,0,0,0,0,1
8785,notification-interval-longer,0,0,0,0,0,1
8786,notification-interval-short,0,19,0,0,0,1
8787,notification-interval-short,0,1,0,0,0,1
8788,control,0,0,0,0,0,1
8789,notification-interval-longer,0,0,0,0,0,2
8790,control,0,1,0,0,0,2
8791,notification-interval-short,1,2,0,0,0,1
8792,control,0,0,0,0,0,1
8793,control,0,0,0,0,0,2
8794,notification-interval-longer,0,1,0,0,0,1
8795,control,0,0,0,0,0,1
8796,control,0,0,0,0,0,1
8797,notification-interval-short,0,0,0,0,0,1
8798,notification-interval-short,0,0,0,0,0,1
8799,notification-interval-short,0,1,0,0,0,1
8800,notification-interval-short,0,0,0,0,0,2
8801,notification-interval-longer,0,1,0,0,0,1
8802,notification-interval-longer,0,0,0,0,0,1
8803,control,0,0,0,0,0,1
8804,notification-interval-longer,0,15,0,0,0,1
8805,notification-interval-short,0,0,0,0,0,1
8806,control,0,7,0,0,0,1
8807,notification-interval-short,0,0,0,0,0,1
8808,control,0,22,0,0,0,1
8809,control,0,1,0,0,0,1
8810,notification-interval-short,0,3,0,0,0,1
8811,notification-interval-short,0,0,0,0,0,1
8812,notification-interval-longer,0,0,0,0,0,1
8813,notification-interval-longer,0,0,0,0,0,1
8814,control,0,0,0,0,0,1
8815,control,0,0,0,0,0,1
8816,control,0,19,0,0,0,1
8817,control,0,0,0,0,0,1
8818,control,0,0,0,0,0,1
8819,notification-interval-short,0,6,0,0,1,1
8820,control,0,3,0,0,0,1
8821,notification-interval-short,0,0,0,0,0,1
8822,notification-interval-longer,0,0,0,0,0,1
8823,notification-interval-longer,0,0,0,0,0,1
8824,notification-interval-longer,0,0,0,0,0,1
8825,notification-interval-longer,0,7,0,0,0,1
8826,notification-interval-short,0,0,0,0,0,1
8827,control,0,0,0,0,0,1
8828,control,0,0,0,0,0,1
8829,control,0,4,0,0,0,1
8830,notification-interval-short,0,0,0,0,0,1
8831,control,0,27,0,0,0,1
8832,notification-interval-longer,0,0,0,0,0,1
8833,control,0,0,0,0,0,1
8834,notification-interval-short,0,3,0,0,0,1
8835,notification-interval-short,0,0,0,0,0,1
8836,notification-interval-longer,0,0,0,0,0,1
8837,notification-interval-short,0,0,0,0,0,1
8838,notification-interval-short,0,1,0,0,0,1
8839,notification-interval-short,0,0,0,0,0,1
8840,notification-interval-longer,0,0,0,0,0,1
8841,control,0,1,0,0,0,1
8842,control,0,0,0,0,0,2
8843,notification-interval-short,0,2,0,0,0,1
8844,notification-interval-longer,0,0,0,0,0,1
8845,notification-interval-longer,0,5,0,0,1,1
8846,control,0,0,0,0,0,1
8847,control,0,15,0,0,0,1
8848,notification-interval-short,0,0,0,0,0,1
8849,notification-interval-longer,0,0,0,0,0,1
8850,notification-interval-short,0,0,0,0,0,1
8851,notification-interval-longer,0,12,0,0,0,1
8852,notification-interval-longer,0,1,0,0,0,1
8853,notification-interval-short,0,0,0,0,0,1
8854,control,0,4,0,0,0,1
8855,control,0,35,0,0,0,2
8856,control,0,0,0,0,0,1
8857,notification-interval-short,0,13,0,0,0,1
8858,control,0,0,0,0,0,1
8859,notification-interval-short,0,0,0,0,0,1
8860,notification-interval-longer,0,0,0,0,0,1
8861,notification-interval-short,0,0,0,0,0,1
8862,notification-interval-longer,0,0,0,0,0,1
8863,notification-interval-longer,0,17,0,0,3,1
8864,notification-interval-longer,0,9,0,0,0,1
8865,notification-interval-short,0,0,0,0,0,1
8866,notification-interval-longer,0,0,0,0,0,1
8867,notification-interval-longer,0,3,0,0,0,1
8868,notification-interval-longer,0,2,0,0,0,1
8869,notification-interval-longer,0,0,0,0,0,1
8870,notification-interval-longer,0,14,0,0,0,1
8871,notification-interval-short,0,0,0,0,0,1
8872,notification-interval-longer,0,2,0,0,0,1
8873,notification-interval-short,0,0,0,0,0,1
8874,control,0,18,0,0,0,1
8875,control,0,0,0,0,0,1
8876,notification-interval-longer,0,3,0,0,0,2
8877,notification-interval-short,0,0,0,0,0,1
8878,control,0,2,0,0,0,1
8879,control,0,0,0,0,0,2
8880,notification-interval-short,0,0,0,0,0,1
8881,control,0,0,0,0,0,1
8882,notification-interval-longer,0,0,0,0,0,1
8883,notification-interval-short,0,0,0,0,0,2
8884,notification-interval-longer,0,14,0,0,0,1
8885,notification-interval-longer,0,0,0,0,0,1
8886,notification-interval-longer,0,0,0,0,0,1
8887,notification-interval-short,0,0,0,0,0,1
8888,notification-interval-longer,0,1,0,0,0,1
8889,notification-interval-longer,0,1,0,0,1,1
8890,control,0,0,0,0,0,1
8891,notification-interval-longer,0,0,0,0,0,1
8892,notification-interval-longer,0,0,0,0,0,1
8893,notification-interval-longer,0,0,0,0,0,1
8894,control,0,0,0,0,0,1
8895,control,0,2,0,0,0,1
8896,notification-interval-longer,0,0,0,0,0,2
8897,notification-interval-short,0,1,0,0,0,1
8898,notification-interval-longer,0,17,0,0,2,1
8899,notification-interval-short,0,1,0,0,1,1
8900,notification-interval-longer,0,1,0,0,0,1
8901,notification-interval-longer,0,0,0,0,0,1
8902,notification-interval-longer,0,0,0,0,0,1
8903,notification-interval-longer,0,0,0,0,0,1
8904,control,0,0,0,0,0,1
8905,notification-interval-short,0,0,0,0,0,1
8906,control,0,1,0,0,0,1
8907,control,0,6,0,0,0,1
8908,notification-interval-short,0,0,0,0,0,2
8909,notification-interval-longer,0,0,0,0,0,1
8910,control,0,0,0,0,0,1
8911,notification-interval-longer,0,0,0,0,0,1
8912,notification-interval-longer,0,1,0,0,1,1
8913,notification-interval-longer,0,25,0,0,2,1
8914,control,0,0,0,0,0,1
8915,notification-interval-longer,0,0,0,0,0,1
8916,notification-interval-short,0,0,0,0,0,2
8917,control,0,0,0,0,0,1
8918,control,0,0,0,0,0,1
8919,notification-interval-short,0,0,0,0,0,1
8920,control,0,1,0,0,0,1
8921,notification-interval-short,0,0,0,0,0,1
8923,control,0,0,0,0,0,1
8924,control,0,0,0,0,0,1
8925,notification-interval-short,0,2,0,0,0,1
8926,notification-interval-short,0,0,0,0,0,1
8927,notification-interval-longer,0,0,0,0,0,1
8928,notification-interval-short,0,0,0,0,0,2
8929,notification-interval-longer,0,0,0,0,0,1
8930,control,0,0,0,0,0,1
8931,notification-interval-longer,0,0,0,0,0,2
8932,notification-interval-longer,0,1,0,0,0,2
8933,control,0,0,0,0,0,1
8934,notification-interval-short,0,2,0,0,1,1
8935,notification-interval-longer,0,0,0,0,0,1
8936,notification-interval-short,0,0,0,0,0,1
8937,notification-interval-longer,0,5,0,0,1,1
8938,notification-interval-longer,0,0,0,0,0,1
8939,control,0,2,0,0,0,1
8940,control,0,0,0,0,0,1
8941,notification-interval-short,0,1,0,0,0,1
8942,notification-interval-short,0,15,0,0,4,1
8943,control,0,1,0,0,0,1
8944,notification-interval-longer,0,23,0,0,0,1
8945,notification-interval-short,0,0,0,0,0,1
8946,notification-interval-short,0,4,0,0,0,1
8947,notification-interval-longer,0,0,0,0,0,1
8948,control,0,0,0,0,0,1
8949,notification-interval-short,0,4,0,0,0,1
8950,notification-interval-short,0,0,0,0,0,1
8951,control,0,7,0,0,0,1
8952,notification-interval-short,0,8,0,0,0,2
8953,notification-interval-longer,0,0,0,0,0,1
8954,notification-interval-short,0,27,0,0,0,1
8955,notification-interval-short,0,0,0,0,0,2
8956,notification-interval-short,0,0,0,0,0,1
8957,notification-interval-longer,0,0,0,0,0,2
8958,notification-interval-longer,0,0,0,0,0,1
8959,control,0,19,0,0,0,1
8960,control,0,0,0,0,0,2
8961,notification-interval-longer,0,4,0,0,0,1
8962,notification-interval-short,0,0,0,0,0,1
8963,notification-interval-short,0,0,0,0,0,2
8964,notification-interval-longer,0,6,0,0,0,1
8965,notification-interval-short,0,0,0,0,0,1
8966,notification-interval-longer,0,0,0,0,0,1
8967,notification-interval-longer,0,0,0,0,0,2
8968,notification-interval-longer,0,0,0,0,0,1
8969,control,0,0,0,0,0,2
8970,control,0,0,0,0,0,1
8971,notification-interval-longer,0,0,0,0,0,1
8972,notification-interval-short,0,0,0,0,0,1
8973,notification-interval-short,0,0,0,0,0,1
8974,control,0,0,0,0,0,1
8975,control,0,0,0,0,0,1
8976,control,0,0,0,0,0,1
8977,notification-interval-longer,0,0,0,0,0,1
8978,notification-interval-longer,0,1,0,0,0,1
8979,notification-interval-short,0,0,0,0,0,2
8980,notification-interval-longer,0,0,0,0,0,2
8981,notification-interval-longer,0,6,0,0,0,1
8982,notification-interval-longer,0,0,0,0,0,1
8983,notification-interval-short,0,3,0,0,0,1
8984,notification-interval-longer,0,0,0,0,0,1
8985,notification-interval-longer,0,0,0,0,0,1
8986,notification-interval-longer,0,0,0,0,0,1
8987,notification-interval-longer,0,5,0,0,0,1
8988,notification-interval-longer,0,5,0,0,0,1
8989,notification-interval-longer,0,0,0,0,0,1
8990,notification-interval-short,0,0,0,0,0,2
8991,notification-interval-longer,0,0,0,0,0,1
8992,notification-interval-longer,0,1,0,0,0,1
8993,control,0,11,0,0,0,1
8994,control,0,8,0,0,0,1
8995,notification-interval-longer,0,0,0,0,0,2
8996,control,0,13,0,0,0,1
8997,notification-interval-longer,0,4,0,0,0,1
8998,control,0,0,0,0,0,1
8999,notification-interval-longer,0,0,0,0,0,1
9000,control,0,3,0,0,0,1
9001,control,0,0,0,0,0,1
9002,notification-interval-longer,0,0,0,0,0,1
9003,notification-interval-short,0,0,0,0,0,1
9004,notification-interval-longer,0,0,0,0,0,1
9005,notification-interval-short,0,3,0,0,0,1
9006,control,0,0,0,0,0,1
9007,notification-interval-longer,0,4,0,0,0,1
9008,notification-interval-short,0,0,0,0,0,1
9009,notification-interval-longer,0,0,0,0,0,1
9010,control,0,0,0,0,0,1
9011,control,0,1,0,0,0,1
9012,control,0,0,0,0,0,1
9013,notification-interval-short,0,8,0,0,0,1
9014,notification-interval-short,0,0,0,0,0,1
9015,control,0,0,0,0,0,1
9016,control,0,0,0,0,0,1
9017,notification-interval-short,0,0,0,0,0,2
9018,notification-interval-longer,0,4,0,0,0,1
9019,notification-interval-short,0,7,0,0,0,1
9020,notification-interval-longer,0,0,0,0,0,2
9021,control,0,0,0,0,0,2
9022,notification-interval-short,0,0,0,0,0,1
9023,notification-interval-short,0,4,0,0,1,1
9024,notification-interval-longer,0,0,0,0,0,1
9025,notification-interval-longer,0,0,0,0,0,1
9026,notification-interval-longer,0,0,0,0,0,1
9027,notification-interval-longer,0,0,0,0,0,1
9028,notification-interval-short,0,4,0,0,0,1
9029,notification-interval-short,0,2,0,0,1,1
9030,notification-interval-longer,0,0,0,0,0,1
9031,notification-interval-longer,0,19,0,0,0,1
9032,control,0,1,0,0,0,1
9033,control,0,0,0,0,0,1
9034,notification-interval-longer,0,0,0,0,0,1
9035,notification-interval-longer,0,9,0,0,3,1
9036,notification-interval-longer,0,0,0,0,0,1
9037,notification-interval-short,0,2,0,0,0,1
9038,notification-interval-short,0,28,0,0,0,1
9039,control,0,0,0,0,0,1
9040,notification-interval-longer,0,0,0,0,0,1
9041,notification-interval-longer,0,0,0,0,0,1
9042,notification-interval-short,0,0,0,0,0,1
9043,notification-interval-longer,0,7,0,0,0,2
9044,notification-interval-short,0,1,0,0,0,1
9045,notification-interval-longer,0,2,0,0,0,1
9046,control,0,0,0,0,0,1
9047,control,0,1,0,0,0,2
9048,notification-interval-short,0,1,0,0,1,1
9049,notification-interval-short,0,0,0,0,0,1
9050,notification-interval-short,0,0,0,0,0,1
9051,notification-interval-short,0,0,0,0,0,1
9052,notification-interval-longer,0,0,0,0,0,1
9053,notification-interval-short,0,0,0,0,0,1
9054,notification-interval-short,0,32,0,0,0,1
9055,notification-interval-short,0,3,0,0,0,1
9056,notification-interval-longer,0,2,0,0,0,1
9057,notification-interval-short,0,0,0,0,0,1
9058,control,0,0,0,0,0,1
9059,notification-interval-longer,0,0,0,0,0,1
9060,notification-interval-short,0,4,0,0,1,1
9061,control,0,0,0,0,0,1
9062,notification-interval-short,0,5,0,0,0,1
9063,notification-interval-short,0,0,0,0,0,1
9064,notification-interval-short,0,0,0,0,0,1
9065,notification-interval-short,0,0,0,0,0,1
9066,notification-interval-longer,0,0,0,0,0,1
9067,notification-interval-longer,0,0,0,0,0,2
9068,notification-interval-short,0,0,0,0,0,1
9069,notification-interval-longer,0,0,0,0,0,1
9070,notification-interval-longer,0,0,0,0,0,1
9071,notification-interval-short,0,0,0,0,0,1
9072,notification-interval-short,0,5,0,0,3,1
9073,notification-interval-short,0,0,0,0,0,1
9074,notification-interval-short,0,0,0,0,0,2
9075,notification-interval-short,0,0,0,0,0,2
9076,control,0,0,0,0,0,2
9077,notification-interval-short,0,14,0,0,0,1
9078,notification-interval-short,0,7,0,0,1,2
9079,notification-interval-short,0,0,0,0,0,1
9080,notification-interval-longer,0,0,0,0,0,1
9081,notification-interval-short,0,0,0,0,0,1
9082,notification-interval-short,0,1,0,0,0,1
9083,notification-interval-short,0,0,0,0,0,1
9084,notification-interval-longer,0,0,0,0,0,1
9085,control,0,0,0,0,0,1
9086,notification-interval-short,0,0,0,0,0,1
9087,control,0,3,0,0,0,1
9088,notification-interval-longer,0,0,0,0,0,1
9089,control,0,1,0,0,0,1
9090,notification-interval-short,0,0,0,0,0,1
9091,control,0,0,0,0,0,1
9092,notification-interval-longer,0,0,0,0,0,1
9093,notification-interval-short,0,3,0,0,1,1
9094,notification-interval-short,0,0,0,0,0,1
9095,control,0,1,0,0,0,1
9096,notification-interval-longer,0,0,0,0,0,1
9097,notification-interval-short,0,0,0,0,0,1
9098,notification-interval-longer,0,0,0,0,0,2
9099,notification-interval-longer,0,0,0,0,0,1
9100,control,0,0,0,0,0,1
9101,notification-interval-short,0,0,0,0,0,2
9102,notification-interval-short,0,0,0,0,0,1
9104,notification-interval-longer,0,1,0,0,0,1
9105,notification-interval-longer,0,2,0,0,1,1
9106,notification-interval-longer,0,0,0,0,0,1
9107,control,0,0,0,0,0,1
9108,notification-interval-short,0,0,0,0,0,2
9109,notification-interval-longer,0,3,0,0,0,1
9110,notification-interval-short,0,0,0,0,0,1
9111,notification-interval-short,0,2,0,0,0,2
9112,notification-interval-longer,0,4,0,0,0,1
9113,notification-interval-short,1,2,0,0,0,1
9115,notification-interval-longer,0,0,0,0,0,1
9116,notification-interval-short,0,0,0,0,0,1
9117,notification-interval-short,0,0,0,0,0,1
9118,notification-interval-short,0,0,0,0,0,2
9119,notification-interval-short,0,0,0,0,0,1
9120,notification-interval-longer,0,0,0,0,0,1
9121,control,0,0,0,0,0,2
9122,control,0,1,0,0,0,2
9123,notification-interval-longer,0,2,0,0,0,2
9124,notification-interval-short,0,0,0,0,0,1
9125,notification-interval-short,0,0,0,0,0,1
9126,notification-interval-longer,0,0,0,0,0,1
9127,notification-interval-longer,0,2,0,0,0,1
9128,control,0,0,0,0,0,1
9129,notification-interval-longer,0,0,0,0,0,1
9130,notification-interval-short,0,3,0,0,1,1
9131,control,0,0,0,0,0,1
9132,control,0,0,0,0,0,1
9133,notification-interval-short,0,0,0,0,0,2
9134,notification-interval-longer,0,5,0,0,1,1
9135,notification-interval-short,0,0,0,0,0,1
9136,control,0,6,0,0,0,1
9137,notification-interval-longer,0,0,0,0,0,1
9138,notification-interval-short,0,1,0,0,0,1
9139,control,0,5,0,0,0,1
9140,control,0,0,0,0,0,1
9141,notification-interval-longer,0,1,0,0,0,1
9142,notification-interval-longer,0,0,0,0,0,1
9143,control,0,0,0,0,0,1
9144,control,0,0,0,0,0,1
9145,notification-interval-longer,0,21,0,0,0,1
9146,control,0,0,0,0,0,1
9147,notification-interval-short,0,0,0,0,0,1
9148,notification-interval-longer,0,17,0,0,1,1
9149,notification-interval-longer,0,0,0,0,0,1
9150,notification-interval-longer,0,5,0,0,2,1
9151,notification-interval-short,0,0,0,0,0,1
9152,notification-interval-longer,0,31,0,0,4,1
9153,control,0,0,0,0,0,1
9154,notification-interval-short,0,0,0,0,0,1
9155,control,0,0,0,0,0,1
9156,notification-interval-short,0,0,0,0,0,1
9157,control,0,0,0,0,0,1
9158,notification-interval-short,0,0,0,0,0,1
9159,notification-interval-short,0,0,0,0,0,1
9160,control,0,0,0,0,0,1
9161,notification-interval-short,0,0,0,0,0,1
9162,notification-interval-longer,0,0,0,0,0,1
9163,notification-interval-longer,0,0,0,0,0,2
9164,notification-interval-longer,0,0,0,0,0,1
9165,notification-interval-short,0,1,0,0,0,1
9166,control,0,3,0,0,0,1
9167,notification-interval-longer,0,1,0,0,1,1
9168,notification-interval-short,0,2,0,0,0,1
9169,notification-interval-longer,0,0,0,0,0,1
9170,notification-interval-longer,0,6,0,0,0,1
9171,control,0,0,0,0,0,1
9172,control,0,0,0,0,0,1
9173,notification-interval-longer,0,20,0,0,0,1
9174,notification-interval-longer,0,0,0,0,0,2
9175,control,0,0,0,0,0,1
9176,control,0,0,0,0,0,1
9177,notification-interval-longer,0,2,0,0,0,1
9178,notification-interval-longer,0,0,0,0,0,1
9179,notification-interval-longer,0,0,0,0,0,2
9180,notification-interval-short,0,0,0,0,0,1
9181,notification-interval-longer,0,0,0,0,0,2
9182,notification-interval-short,0,0,0,0,0,2
9183,notification-interval-longer,0,0,0,0,0,1
9184,control,0,3,0,0,0,2
9185,notification-interval-short,0,1,0,0,0,1
9186,notification-interval-longer,0,0,0,0,0,1
9187,control,0,0,0,0,0,1
9188,notification-interval-longer,0,24,0,0,1,1
9189,control,0,0,0,0,0,1
9190,notification-interval-longer,0,0,0,0,0,1
9191,notification-interval-longer,0,5,0,0,0,2
9192,notification-interval-longer,0,0,0,0,0,1
9193,notification-interval-longer,0,0,0,0,0,1
9194,control,0,0,0,0,0,2
9195,notification-interval-short,0,0,0,0,0,1
9196,notification-interval-longer,0,0,0,0,0,1
9197,control,0,0,0,0,0,1
9198,notification-interval-longer,0,0,0,0,0,2
9199,notification-interval-short,0,0,0,0,0,1
9200,notification-interval-short,0,6,0,0,0,1
9201,control,0,0,0,0,0,1
9202,notification-interval-short,0,0,0,0,0,1
9203,notification-interval-longer,0,0,0,0,0,1
9204,notification-interval-longer,0,0,0,0,0,1
9205,notification-interval-longer,0,1,0,0,1,1
9206,notification-interval-longer,0,0,0,0,0,1
9207,notification-interval-short,0,0,0,0,0,1
9208,notification-interval-longer,0,0,0,0,0,1
9209,notification-interval-short,0,29,0,0,1,1
9210,notification-interval-short,0,0,0,0,0,1
9211,notification-interval-short,0,0,0,0,0,2
9212,control,0,1,0,0,0,1
9213,control,0,0,0,0,0,2
9214,notification-interval-longer,0,0,0,0,0,1
9215,notification-interval-short,0,8,0,0,0,1
9216,notification-interval-longer,0,0,0,0,0,1
9217,notification-interval-longer,0,0,0,0,0,1
9218,notification-interval-longer,0,0,0,0,0,1
9219,notification-interval-longer,0,0,0,0,0,1
9220,notification-interval-longer,0,3,0,0,1,1
9221,notification-interval-longer,0,0,0,0,0,2
9222,notification-interval-longer,0,0,0,0,0,1
9223,control,0,5,0,0,0,1
9224,control,0,43,0,0,0,1
9225,notification-interval-longer,0,0,0,0,0,2
9226,control,0,4,0,0,0,1
9227,notification-interval-short,0,0,0,0,0,1
9228,notification-interval-short,0,1,0,0,0,1
9229,notification-interval-short,0,2,0,0,0,2
9230,notification-interval-short,0,7,0,0,0,1
9231,notification-interval-longer,0,1,0,0,1,1
9232,notification-interval-short,0,35,0,0,0,1
9233,control,0,8,0,0,0,2
9234,notification-interval-longer,0,0,0,0,0,1
9235,notification-interval-longer,0,0,0,0,0,2
9236,notification-interval-longer,0,0,0,0,0,1
9237,notification-interval-longer,0,0,0,0,0,1
9238,control,0,0,0,0,0,1
9239,notification-interval-short,0,0,0,0,0,1
9240,control,0,1,0,0,0,1
9241,notification-interval-short,0,0,0,0,0,1
9242,notification-interval-short,0,0,0,0,0,1
9243,notification-interval-longer,0,0,0,0,0,1
9244,notification-interval-short,0,0,0,0,0,1
9245,notification-interval-longer,0,3,0,0,0,2
